0,2025-03-12 12:04:32.410666
46711,2025-03-12 13:04:32.487629
48400,2025-03-12 14:04:32.565483
58228,2025-03-12 15:04:32.657874
65340,2025-03-12 16:04:32.762248
67448,2025-03-12 17:04:32.875272
72780,2025-03-12 18:04:32.994169
77038,2025-03-12 19:04:33.118248
95486,2025-03-12 20:04:33.272699
101964,2025-03-12 21:04:33.435031
109648,2025-03-12 22:04:33.613099
104290,2025-03-12 23:04:33.781466
84611,2025-03-13 00:04:33.912200
72462,2025-03-13 01:04:34.027786
68634,2025-03-13 02:04:34.139913
63401,2025-03-13 03:04:34.238132
58447,2025-03-13 04:04:34.332538
48910,2025-03-13 05:04:34.408649
44332,2025-03-13 06:04:34.480414
40373,2025-03-13 07:04:34.544836
33068,2025-03-13 08:04:34.598716
0,2025-03-13 09:13:20.379367
1611,2025-03-13 10:13:20.382422
20651,2025-03-13 11:13:20.414171
38651,2025-03-13 12:13:20.479043
44620,2025-03-13 13:13:20.550038
35036,2025-03-13 14:13:20.605087
36463,2025-03-13 15:13:20.664878
60721,2025-03-13 16:13:20.761893
68467,2025-03-13 17:13:20.872096
82873,2025-03-13 18:13:21.002253
87448,2025-03-13 19:13:21.143337
87854,2025-03-13 20:13:21.288092
97433,2025-03-13 21:13:21.445589
103157,2025-03-13 22:13:21.618810
102274,2025-03-13 23:13:21.785942
91455,2025-03-14 00:13:21.936300
74662,2025-03-14 01:13:22.057648
57828,2025-03-14 02:13:22.153747
57947,2025-03-14 03:13:22.246965
51102,2025-03-14 04:13:22.327943
45331,2025-03-14 05:13:22.401657
41211,2025-03-14 06:13:22.468222
37067,2025-03-14 07:13:22.524797
33420,2025-03-14 08:13:22.578875
